text,selected_text,sentiment,textID
I Love the lady from the Progressive commercials she`s so funny,I Love the lady from the Progressive commercials she`s so funny,positive,10174
not eating lunch with my wife like I wanted to,not eating lunch with my wife like I wanted to,negative,10175
I need new socks,I need new socks,neutral,10176
 Can`t you guys do something on CO-OP about Grim Fandango? Don`t you wanna see it on XBLA/PSN? Call Tony Plana!  Call Tim!!,Can`t you guys do something on CO-OP about Grim Fandango? Don`t you wanna see it on XBLA/PSN? Call Tony Plana!  Call Tim!!,neutral,10177
Guten Morgen/ Good Morning/,Good Morning/,positive,10178
Going to the alley tonite..Happy Birthday prima,Happy,positive,10179
I failed my maths exam today. fxxxmylife,failed,negative,10180
Mortified. could lose my job,Mortified.,negative,10181
 you should add your blog to CMF Ads,you should add your blog to CMF Ads,neutral,10182
for the whole time ?,for the whole time ?,neutral,10183
_tall_blonde   ~~Hello~~~  and thanks for the follow.,nd thank,positive,10184
I ruined my lunch by eating half a bag of cheddar popcorn....now I feel sick.,now I feel sick.,negative,10185
"**** it, the guys aren`t at #comet09  I hope they win though",hope,positive,10186
http://twitpic.com/665w2 - see miles away,see miles away,neutral,10187
 - 05/31 marks the end of our roommate era. And you never made me empanadas again.,marks the end of our roommate era. And you never made me empanadas again.,neutral,10188
"is in skwl now, and i dont really wanna study.. i saw him --> J***I and makes me feel down..",makes me feel down..,negative,10189
 Now that sucks...  P?i ?i s? ï¿½n?eleg c? Jay Leno nu va mai avea o alt? emisiune sau ceva?,Now that sucks.,negative,10190
Looks like I got a new job,Looks like I got a new job,positive,10191
I saw nomes on twitter  but I`m still not waking up,still not waking up,negative,10192
 lol i wos gona send mine in bt i was too late  ****,bt i was too late,negative,10193
I didn`t catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account...,I didn`t catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account...,neutral,10194
trying to fix my internet connection...guess my `prayers` have been answered and i wont have any study distractions  ugh,trying to fix my internet connection...guess my `prayers` have been answered and i wont have any study distractions  ugh,positive,10195
home bound for mothers day,home bound for mothers day,neutral,10196
it`s after 3 AM.!!  I think it`s time to bed.!!  have a good night twitts.! ;)),have a good night twitts.,positive,10197
" i had had a baked dinner yummy  cant wait for new short stack tv, what kind of dips shall it be?","i had had a baked dinner yummy  cant wait for new short stack tv, what kind of dips shall it be?",neutral,10198
My saying now  http://bctiny.com/po4me,My saying now  http://bctiny.com/po4me,neutral,10199
Cruising 'Serious Eats NY' does not bode well for a future in GA. Missing NYC gastronomical tour..  http://newyork.seriouseats.com/,Missing NY,negative,10200
May the forth be with you .....,May the forth be with you .....,positive,10201
Bass drum heads breaking equals bust. Who needs tickets for May 15th? You?,Bass drum heads breaking equals bust. Who needs tickets for May 15th? You?,neutral,10202
 I`m dying to read it!  I hate England.,I`m dying to read it!  I hate England.,neutral,10203
no more arrested development. i am sad.,i am sad.,negative,10204
i dont want to be home all by myself all weekend!!!!!!!!!       what should i do?,i dont want to be home all by myself all weekend!!!!!!!!!       what should,neutral,10205
 fickleness seems appropriate for a Twitter user,fickleness,negative,10206
Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.,feeling shattered,negative,10207
 I only happened to look on a random chance. Timing is everything.,I only happened to look on a random chance. Timing is everything.,neutral,10208
its so sad when the dad dies  hakuna matana it means no worries for...,sad,negative,10209
"I`m in tantra, anyone from kirki will know how sad this is, I`m drowning my sorrows ;)","I`m in tantra, anyone from kirki will know how sad this is, I`m drowning my sorrows ;)",neutral,10210
  I miss all you OK girls.    Happy Mother`s Day to all y`all.,I miss all you OK girls.    Happy Mother`s Day to all y`al,neutral,10211
Going home but will be back! After I get groceries and stuff,Going home but will be back! After I get groceries and stuff,neutral,10212
"All you moms, get ready to enjoy your much-deserved special day!","All you moms, get ready to enjoy your much-deserved special day!",positive,10213
 nooooooooooooooo! well the 4G will prob be out in June but that doesn`t help u now,that doesn`t help u now,negative,10214
 Snap To Grid. I just realized that I haven`t seen Iqbal in 5 days.,Snap To Grid. I just realized that I haven`t seen Iqbal in 5 days.,neutral,10215
"Sighs, well I accidentally clicked back space on my mouse",accidentally,negative,10216
Almost 2 more hours then i`m out of work. Time couldn`t go by any slower.,Almost 2 more hours then i`m out of work. Time couldn`t go by any slower.,neutral,10217
This may sound stupid... but i just bought a mask,stupid..,negative,10218
 I`m sure Mayor Brainard will be thrilled to hear that you`re a fan.,e thrilled,positive,10219
 we found a ride,we found a ride,neutral,10220
 my fav CD,fav,positive,10221
" you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !",t cancelled,negative,10222
" Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo.","Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo.",neutral,10223
" lol nttn much juss mad that its been raining all day, and to add to that i dnt think u following me..",mad,negative,10224
Just woke up and saw that the sun isn`t out  I need to start waking up early,Just woke up and saw that the sun isn`t out  I need to start waking up early,neutral,10225
 That sounds cool! And you`re paying - even better,cool!,positive,10226
 awww. its cool. i ate too much ice cream,cool.,positive,10227
  yess... it`s awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!,s awesomee,positive,10228
promised myself not to eat crisps but im starving and theres nothing else quick to eat,promised myself not to eat crisps but im starving and theres nothing else quick to eat,neutral,10229
 its ok mate I stayed in as well  losers aren`t we,losers aren`t we,negative,10230
 The little weeping nervous girl was put through... along with a 12 yr old quite good dancing boy. Greg the lovely singer came 3rd,The little weeping nervous girl was put through... along with a 12 yr old quite good dancing boy. Greg the lovely singer came 3rd,neutral,10231
_Brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,neutral,10232
 I wish I was in va too,I wish,positive,10233
 thanks  ****,thanks,positive,10234
_carter Your video is set to private..,_carter Your video is set to private..,neutral,10235
"RE: So, finally finished catching up with your blog - no mention of any wedding details...  Do tell, at some point.  http://disq.us/11w","So, finally finished catching up with your blog - no mention of any wedding details...  Do tell, at some point.",neutral,10236
 i`m pretty sure he`s every main character we`ve ever written. that or ,i`m pretty sure he`s every main character we`ve ever written. that or,neutral,10237
sleep sounds good right about now,good,positive,10238
going to bed cuz i have to get up at like seven thirty or something tomorrow. today was actually not that bad of a day.,not that bad of a day.,positive,10239
 Great Podcast!  I wish you guys had more Chi shows this summer.  The only times I will see you will be at Alpine,I wish,positive,10240
I don`t think my friends like me anymore  (via #zenjar ),I don`t think my friends like me anymore  (via #zenjar ),negative,10241
says headache  http://plurk.com/p/wydaf,headache,negative,10242
Congratulations to Manny 'Pacman' Pacquiao! You`ve made every Filipino proud of being a Filipino!,Congratulations,positive,10243
 awww sowy shortie,sowy,negative,10244
Feet hurt...finally in bed...will not forget this crunch when it`s over...very very productive day today though,hurt..,negative,10245
 lol that`s great  For you.,lol that`s great  For you.,positive,10246
Youtube isn`t working...and I wanted to watch Britains Got Talent.  I`m debating about having a pity party.,isn`t working..,negative,10247
just in imagination,just in imagination,neutral,10248
 gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. <3,emotionally exhausted,negative,10249
"  I blocked him too, lets hope it just goes away forever","I blocked him too, lets hope it just goes away forever",neutral,10250
Is there a cvs equivalent to 'git status'?,Is there a cvs equivalent to 'git status'?,neutral,10251
The mission to Wales to find the worlds greatest welsh cake with  was a success - as none are better than my nan`s,success,positive,10252
 Yes! I feel the same.  I`ve still got lots in boxes.  It`s so fun though.  Got to my new place yesterday.,Yes! I feel the same.  I`ve still got lots in boxes.  It`s so fun though.  Got to my new place yesterday,neutral,10253
FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot,iHate DirecTV,negative,10254
  hired all the smart monkeys for e-mail marketing...,hired all the smart monkeys for e-mail marketing.,neutral,10255
Trying to get some work done not too happy about work situation,happy,positive,10256
: haha i know  it was super easy too. i sat at the toy counter and gave kids what little toy they wanted with they`re tickets.,haha i know  it was super easy too. i sat at the toy counter and gave kids what little toy they wanted with they`re tickets.,neutral,10257
"Sweet _b_10 yeah my mate from G-town jus sed Blue Martini is tha spot, so ill check it out. good lookin out","Sweet _b_10 yeah my mate from G-town jus sed Blue Martini is tha spot, so ill check it out. good lookin out",neutral,10258
_de_B You have to email her - she only gets what people want in so they aren`t on the site. Shame about the trousers,Shame ab,negative,10259
: I`m real,: I`m real,neutral,10260
" Ashotn looks great, and you look fantastic as always! You two still have the newlywed glow, and that`s forever.  TRUE LOVE",you look fantastic as always!,positive,10261
8:30PM... it has just hit me i have school tomorrow :O ahaha! I`ll stay on til 9 i think  ****,it has just hit me,negative,10262
 i wish for kiau to go cat heaven too. and meet my seuss,i wish for kiau to go cat heaven too. and meet my seuss,neutral,10263
Strawberry margaritas + baked stuffed shrimp =,Strawberry margaritas + baked stuffed shrimp =,neutral,10264
My my I have never watched so many movies in one night with my mommy,My my I have never watched so many movies in one night with my mommy,neutral,10265
UP isnt im 3-D..,UP isnt im 3-D..,neutral,10266
 Thanks hun! Next time we`ll all go again,Thanks,positive,10267
 and how are you going to make it up to me,and how are you going to make it up to me,neutral,10268
umm...why will it not let me change my background?! im twitter-challenged.,im twitter-challenged.,negative,10269
Sitting in the KAUST offices. Sun is shining and surrounded by busy people... ace,ace,positive,10270
 Did I miss the fun?,Did I miss the fun?,neutral,10271
Starting out  bday bash with a Blue Moon  - Photo: http://bkite.com/07k6X,Starting out  bday bash with a Blue Moon  -,neutral,10272
lol how I met your mother,lol how I met your mother,neutral,10273
" that was a really good interview to read, really enjoyed it  x",really good interview,positive,10274
at work  then back to my baby`s house,at work  then back to my baby`s house,neutral,10275
" Abrams has his quirks for sure.   I`ll summarize my post like this: decent flick, but NOT a 'Star Trek' story.","s: decent flick, but NOT a 'Star Trek' story",neutral,10276
this phyllis hyman unsung story is so SAD,SAD,negative,10277
HAppy Mother`s Day to my Mom...that lady is the coolest  I love u ma!,coolest,positive,10278
 Because those companies that make the bag sealers will go out of business.,Because those companies that make the bag sealers will go out of business.,neutral,10279
Can`t believe those idiots buzzed out the juggler.,Can`t believe those idiots buzzed out the juggler.,negative,10280
"chatting with some of my old classmates, hellyeah fun but we have some of very weird conversation haha.  hello? bbm lo error ya?",hellyeah fun but we have some of very weird conversation haha.  hello? bbm lo error ya?,neutral,10281
"  Dany, meet Sorcha, Sorcha, Dany.   Now you know each other. :-p","Dany, meet Sorcha, Sorcha, Dany.   Now you know each other. :-",neutral,10282
charbotgreen has been suspended  'unusual activity??','unusual activity??',negative,10283
My assistant had me watch The Notebook. I miss Deborah,miss,negative,10284
 My neighbour is fond of loud Nickelback.,fond,positive,10285
" Good morning! Nothing in particular, meeting people and having drinks this evening  what are you doing with your Monday?",Good,positive,10286
 hahaha. I think you`re pretty far from me. Maybe next time though,hahaha. I think you`re pretty far from me.,neutral,10287
I just lost my favorite pen  good thing I have a back up =D,lost,negative,10288
", oh noooo!  if i blow a tire you`re reaaaally going to have to send up some batman smoke.",", oh noooo!  if i blow a tire you`re reaaaally going to have to send up some batman smoke.",neutral,10289
 Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),neutral,10290
 ....... i`m wondering if you`re as awake as i am. ?,i`m wondering if you`re as awake as i am. ?,neutral,10291
"Got fully denied tonight  sleep time now, lnd in morn!",denied,negative,10292
   too bad Vo got me sick I think  & I don`t even have meds to feel like you.,too ba,negative,10293
i just saw a pony that used to live in front of my house again. he`s developed cushing`s disease tho,disease,negative,10294
home sweet home? i think no! huaaaa,i think no!,negative,10295
 I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss,enjoy,positive,10296
"_twnzfinest Happy birthday, sweetie. Have a great day in the best place of the word (sorry Chicago  jeje",great day,positive,10297
 I just read your twitter bio. Love it. Very clever and cute. I`m all about smiles.,. Love it.,positive,10298
 nah they were mine   had ones without fingers,nah they were mine   had ones without finger,neutral,10299
"_magician Yes, apnea, but it`s not the prob. I`m on meds that might be causing this.  they help otherwise so much, don`t want to stop","Yes, apnea, but it`s not the prob. I`m on meds that might be causing this.  they help otherwise so much, don`t want to stop",neutral,10300
goodbyeeee Arizona. See you in 3 weeks.,goodbyeeee,negative,10301
LOVES that lubbock is wet..its about time..no more strip runs,LOVES,positive,10302
Rey Mysterio is so awesome,Rey Mysterio is so awesome,positive,10303
"ugh, i was so hungry i scarfed my lunch before i even thought to take a pic.   #feastfriday","ugh, i was so hungry i scarfed my lunch before i even thought to take a pic.   #feastfriday",neutral,10304
 just going through some of his tracks in iTunes and buying his awesome tracks I don`t have. Loving it,Loving it,positive,10305
I`m way to sleepy.. Ill watch my shows lata..Good nite twit-fam!.. God bless!..XoXo,Good nite twit-fam!.. God bless!..,positive,10306
 i know they r lol i hope she does she said she will,hope,positive,10307
Shower/traffic/factory yaaaay,Shower/traffic/factory yaaaay,neutral,10308
 I didn`t think anyone caught that,I didn`t think anyone caught that,neutral,10309
 i know im inlove with   actually..,inlove,positive,10310
Ay dios mio! 2 weeks left of college!!! AH CAN`T WAIT!!,Ay dios mio! 2 weeks left of college!!! AH CAN`T WAIT!!,neutral,10311
" just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity",love,positive,10312
 Then I`ll need plenty of quizzes to get through the work day.,Then I`ll need plenty of quizzes to get through the work day.,neutral,10313
_de_baillon,_de_baillon,neutral,10314
 why are you surprised?,why are you surprised?,neutral,10315
Digging the ideas behind railsbridge (http://railsbridge.org/),Digging the ideas behind railsbridge (http://railsbridge.org/),neutral,10316
my roommate _tickle loves to ignore me,my roommate _tickle loves to ignore me,neutral,10317
 Would be nice if he did,nice,positive,10318
"OOOH,  i have a question for you all. DOES YOUR CHAIN HANG LOW?  idk! sorry!",! sorry,negative,10319
:  She`s going to beamer for the rest of high school. i`m so sad. there will be no more prn journal.,i`m so sad.,negative,10320
12:06am and my 'him' is officially the 1st one to say Happy Mother`s Day to me   I love it!!!,I love it!!!,positive,10321
 Ohhhh! Ok! thought that I was going nuts!! Maybe they will pass through here on the way back!,Ohhhh! Ok!,positive,10322
 not if you have to be to work at six...,not if you have to be to work at six...,neutral,10323
"And, I`m accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA.  saving for a house. crazy!",saving,positive,10324
watching freo on a sunday arvo is a good hobby,good hobby,positive,10325
 I am now cleaning,I am now cleaning,neutral,10326
"  I read somewhere they were restoring the name, hope it happens soon",", hope",positive,10327
 I just wish  would send a bruh a DM `I won`t be on til` so I don`t waste my erection on a bot,I just wish  would send a bruh a DM `I won`t be on til` so I don`t waste my erection on a bot,neutral,10328
  - I always appreciate your 'musings.',I always appreciate,positive,10329
Trying to get this swimmer`s ear to go away!!,Trying to get this swimmer`s ear to go away!!,neutral,10330
 Ah lol okay. Thanks,Thanks,positive,10331
U-Verse is up and blazing at 25Mbps.  I don`t have anything to download though,U-Verse is up and blazing at 25Mbps.  I don`t have anything to download though,neutral,10332
The horoscopes website I use has all changed around  I like it!,like,positive,10333
 Hope you`ll be able to join us for future editions,Hope you`ll be able to join us for future editions,positive,10334
So exhausted..can`t sleep. I don`t like these nights,So exhausted..can`t sleep.,negative,10335
  awww for me I just think she`s tooo young or just not ready for it - tis painful to watch her so upset,#NAME?,negative,10336
Watching **** & The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe,Watching **** & The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe,neutral,10337
" She`s good. Trying to suss out chap 7 when I`m not working. Trying to suss out a lot of things, but meh, you know whatever!","She`s good. Trying to suss out chap 7 when I`m not working. Trying to suss out a lot of things, but meh, you know whatever!",neutral,10338
I would appreciate it if you would. I am a big Tim Kaul fan ya know,appreciate,positive,10339
Not feeling comfortable with myself today,Not feeling comfortable,negative,10340
 Thanks for the morning laugh. You are just too funny,Thanks,positive,10341
 Hahaha I miss Bradddd and all of the guys and KEITH.,a I miss,negative,10342
" awww, that sucks  But they`re so awesome when you get one, all squeeky and happy. I only have one left now though","awww, that sucks  But they`re so awesome when you get one, all squeeky and happy. I only have one left now though",neutral,10343
Blocked the acct for one of my most hated sports teams. That felt really good.,That felt really good.,positive,10344
 Pfftt... I wish. Don`t have time though.,Pfftt... I wish. Don`t have time though.,neutral,10345
 Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol,Fail.,negative,10346
" thank you, god bless im going to eaat my in in out","thank you, god bless im going to eaat my in in out",positive,10347
 I miss you too!!   And don`t say 'damn'!!!  lol,I miss you too!,negative,10348
" I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?","I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?",neutral,10349
 lol you always make me happy.  i promise i won`t. lol its only 1 silly. you are up late too my friend,lol you always make me happy.  i promise i won`t. lol its only 1 silly. you are up late too my friend,neutral,10350
 hahahaha definitely!  still writing?,hahahaha definitely!  still writing?,neutral,10351
Maybe I`m lacking in Friday feeling cos more of my trousers won`t go on  Thunder thighs!,I`m lacking in Friday feeling cos more of my trousers won`t go on  Thunder thighs!,negative,10352
"I`m a bit late, but the new twitterific interface for the iPhone is very cool, oh and Richie and Lauren on their engagement","cool,",positive,10353
Big Sugar = yet another `90`s bandwagon I was too late to get on. Next S&D BNL should reunite them (kind of like they did for the Odds).,Big Sugar = yet another `90`s bandwagon I was too late to get on. Next S&D BNL should reunite them (kind of like they did for the Odds).,neutral,10354
"took mr timothy for a run, he`s quite fast if i hold up his bottom","took mr timothy for a run, he`s quite fast if i hold up his bottom",neutral,10355
" ROFLMFAO!!!! You love us better, don`t you!",love,positive,10356
 http://twitpic.com/2sw4v - i love BOTH your hairsss,i love BOTH your hairsss,positive,10357
  Thank you!  Tomorrow is my b-day too! I tease my Mom and tell her I was her Mother`s Day gift.,Thank you!  Tomorrow is my b-day too! I tease my Mom and tell her I was her Mother`s Day gift.,positive,10358
listening to the falling rain...lalala,listening to the falling rain...lalala,neutral,10359
what the hell is follow friday?? don`t get it,what the hell is follow friday?? don`t get it,neutral,10360
_y_Tony and didn`t bring me any????  You suck,You suck,negative,10361
"Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol","Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol",neutral,10362
  thanks,thanks,positive,10363
"Goodnight. Actually, great night. Seeing Daniel tomorrow!","Goodnight. Actually, great night.",positive,10364
STOOOOPIT! STOOOPIT GIRL!  That used to be my bro`s rendition of 'Stop It girl'.    ,STOOOOPIT! STOOOPIT GIRL!  That used to be my bro`s rendition of 'Stop It girl'.,neutral,10365
"Power Outage, door to freezer propped open, 3G ice cream make for slippy floor  M-er F-er!!",slippy floor,negative,10366
Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor,Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor,neutral,10367
" I can`t do that.  I take it at 11, or I work through it.  Those are my options here.","I can`t do that.  I take it at 11, or I work through it.  Those are my options here",neutral,10368
I`ve got jam! Oh yea.,I`ve got jam! Oh yea.,neutral,10369
"i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally",yay!,positive,10370
" I don`t use it, but I heard that PowerShell is nice",nice,positive,10371
" have to avoid the burning desire to say I already have one  no, no room for piglets, just enough room for chucks","have to avoid the burning desire to say I already have one  no, no room for piglets, just enough room for chucks",neutral,10372
" Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day",cute,positive,10373
put a pot of eggs on the stove to boil..and forgot about them..then remembered them 45 min later! wonder if they`ll still b good,put a pot of eggs on the stove to boil..and forgot about them..then remembered them 45 min later! wonder if they`ll still b good,neutral,10374
hates continually getting sick whenever he has exams,hates continually getting sick,negative,10375
@_anniemay OMG No fair,OMG No fair,negative,10376
I`m feeling so frustrated...I just can`t get things to work!!,I`m feeling so frustrated..,negative,10377
Omg soo tired! On my way home! Long busy day ; had fun meeting new people and catching up with some people!,Omg soo tired! On my way home! Long busy day ; had fun meeting new people and catching up with some people!,neutral,10378
My dreams have been crushed...Spock does not like the ladies.,crushed..,negative,10379
"wishes zak wuld trust me enough to give me bac my necklace  i want it back, but he thinks i`ll cut with it..... http://plurk.com/p/x2qkb","wishes zak wuld trust me enough to give me bac my necklace  i want it back, but he thinks i`ll cut with it..... http://plurk.com/p/x2qkb",neutral,10380
" hah eeee, although understandable.. i need a new picture for this thing.. but i`m all sweaty","hah eeee, although understandable.. i need a new picture for this thing.. but i`m all sweaty",neutral,10381
 oh haha thanks again! that`s something new!,oh haha thanks again!,positive,10382
This is exactly y I hate driving thru dandy - sittin at lights next to a car of asians who r callin out to me & 1 held up a knife  scum!,I hate driving,negative,10383
 Hey there! What`s up?!,Hey there! What`s up?!,neutral,10384
Cloudy day in Berlin. Just about right to sit in front of a computer all day,Cloudy day in Berlin. Just about right to sit in front of a computer all day,neutral,10385
"Getting Emilie in half an hour, should get up.... Have a nice day all! Talk later I hope",Have a nice day all! Talk later I hope,positive,10386
" Thanks for the heads up, Ethan. Watching it now",Thanks,positive,10387
" Very. I`m ill and attempting to remember lots, and nothing is going in.",ill,negative,10388
 awww Mary I wish I could come but I`m going away 2morrow,I wish,positive,10389
Wonders if I`m d only 1 dat n church sumtime nt knowng certain sungs. Seems like erbdy knows it but u? Quickly feel bad cnt sing along .,bad,negative,10390
" bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had","bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had",positive,10391
" HAHAHAHAHAHHAAAA god Randy, I miss you!  hope you`re having a great time buddy! catch a wave for me","HAHAHAHAHAHHAAAA god Randy, I miss you!  hope you`re having a great time buddy! catch a wave for me",neutral,10392
On twikini while enjoying the sun,enjoying,positive,10393
Pissing annoying date stamp on all my pictures. Wish I`d remembered to turn it off.,annoying,negative,10394
there`s nothing worse than getting a text about a dog that was abandoned in your town,nothing worse,negative,10395
 love you ::hugs:but i`m not seeing anything...wondering if i`m doing something wrong),love you ::hugs:but i`m not seeing anything...wondering if i`m doing something wrong),neutral,10396
Lack of plans for tonight  Anyone going out?,Lack of plans for tonight  Anyone going out?,neutral,10397
trying to work...,trying to work...,neutral,10398
_louise yeah. like that,yeah. like that,neutral,10399
"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win","ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win",neutral,10400
"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!",Good thing,positive,10401
Thanks  for shoutin out my mom today  She also says thanks!,Thanks,positive,10402
Need to sleep but can`t,Need to sleep but can`t,neutral,10403
time for bed.....got some learning to do tomorrow with an early start  night night good people ****,good,positive,10404
_Tarrant nice! It`s mommas day,nice!,positive,10405
"alright, so day was going well, but got home, and all my potato salad was gone","alright, so day was going well, but got home, and all my potato salad was gone",neutral,10406
My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,negative,10407
"Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour","Brilliant day today,",positive,10408
 I couldn`t find any extendable ones.,couldn`t find,negative,10409
"we finally got our graduation gear today, i`m so excited. can you believe it? just 41 days left! aaah  and the sweater is so cozy",excited.,positive,10410
http://pic.im/4d8   Horten moss kï¿½,http://pic.im/4d8   Horten moss kï,neutral,10411
" Storysize is 2 (and it`s posted as a short story, not one liner), but doesn`t show up in any news friends can see. Only in wall","Storysize is 2 (and it`s posted as a short story, not one liner), but doesn`t show up in any news friends can see. Only in wall",neutral,10412
 Sorry but there is no parking space. And I just realized I didn`t delete one sentence doing copy&paste in that email,Sorry,negative,10413
" --of them kinda turns me off of it all.  And then I buy more of them and dig a deeper hole, etc. ;;",kinda turns me off,negative,10414
listening to Lily Allen`s last album - it`s quite good,quite good,positive,10415
 cool! ok yeah see i dont have the old files with separate vocals so im trying to punch em all up as one track(all i can do),cool! ok yeah see i dont have the old files with separate vocals so im trying to punch em all up as one track(all i can do),neutral,10416
  Boo for being at work during #beatwittyparty but at least you`re still here!,Boo for being at work during #beatwittyparty but at least you`re still here!,neutral,10417
 awww. If I coukd send it from my phone I would. What kind of flair would you like?,awww.,negative,10418
_786 It`s no secret I`m an apple boy! Have considered the iphone dark side MANY times,It`s no secret I`m an apple boy! Have considered the iphone dark side MANY times,neutral,10419
Its cold,Its cold,neutral,10420
 I couldn`t get used to the columns in tweetdeck.  There was only room for 4 or 5 columns on my macbook.,I couldn`t get used to the columns in tweetdeck.  There was only room for 4 or 5 columns on my macbook.,neutral,10421
"*YAAAWN* Stayed up too late last night, still gotta work & get up super early tomorrow","*YAAAWN* Stayed up too late last night, still gotta work & get up super early tomorrow",neutral,10422
"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private `Vote`","Truth is better served, not by transparency --  but by the opaqueness of private `Vote`",positive,10423
" I didn`t like the new Terminator movie, man",I didn`t like,negative,10424
Off to prom. Say hi to me,Off to prom. Say hi to me,neutral,10425
Shame I`ve gotto go to work,Shame,negative,10426
Just found out that they are running a lil behind.,Just found out that they are running a lil behind.,neutral,10427
Evermore & End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,injured,negative,10428
 no not yet...,no not yet...,neutral,10429
_iain well my team couldn`t,_iain well my team couldn`t,neutral,10430
 some great stuff on website today,some great stuff,positive,10431
"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round","Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round",neutral,10432
Little one`s cast is taking a beating. It is starting to show some wear and tear and it has been on less than a week. She is too active!,active!,positive,10433
"Trip to DC next week canceled.  So, no Artomatic or beer with .","Trip to DC next week canceled.  So, no Artomatic or beer with .",neutral,10434
"Still unbelievably shocked about the firing of THE best radio personality, Martin Streek","Still unbelievably shocked about the firing of THE best radio personality,",negative,10435
Watching Oceans 11 in Vegas - seems so appropriate,seems so appropriate,positive,10436
" LOL! based on my last post then, I`ll plan on using you as a reference","LOL! based on my last post then, I`ll plan on using you as a reference",neutral,10437
" haha it`s ok. i really don`t like getting to other businesses so its Ok,",i really don`t like getting to other businesses,negative,10438
How I met your mother and Scrubs in role! YEAH! 'Cause I`m FLY!,How I met your mother and Scrubs in role! YEAH! 'Cause I`m FLY!,neutral,10439
I`m at work,I`m at work,neutral,10440
Notion video deleted.,Notion video deleted.,neutral,10441
Phone went in the toilet   The truth is I`m surprised is hasn`t happen sooner!,Phone went in the toilet   The truth is I`m surprised is hasn`t happen sooner!,neutral,10442
now i`m in hmv,now i`m in hmv,neutral,10443
watching merlin omg he is cute,omg he is cute,positive,10444
 People from England can watch this one  Thankyou,Thankyou,positive,10445
Working on our baseball fundraiser  Get 10% percent off Platium or Diamond wedding package if you let us know you saw us on Twitter!,Working on our baseball fundraiser  Get 10% percent off Platium or Diamond wedding package if you let us know you saw us on Twitter!,neutral,10446
 My sister is graduating too & I can`t afford to buy here anything,& I can`t afford to buy here anything,negative,10447
"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",Too useless,negative,10448
 why go winchester when my sister doesnt go there any more!   bad times.. x,bad times.,negative,10449
"I love the start to a fresh new week, `tis when I am motivated most","I love the start to a fresh new week, `tis when I am motivated most",positive,10450
Guinness at Coogars,Guinness at Coogars,neutral,10451
" that`s cool. Well if you need any more help regarding that, Google is your friend. Plenty of info on that!",that`s cool.,positive,10452
 Thanks lady!!,Thanks lady!!,positive,10453
